"BUGGY_CODE","FIXED_CODE"
"Stmt * loop = l . getLoopBodyFor ( p . second ) ; if ( torch::jit::tensorexpr::HasRand ( loop ) . has_rand ( ) ) { l . computeInlineWithRandom ( loop ) ; } else { l . computeInline ( loop ) ; } ","l . computeInline ( p . second -> buf ( ) ) ; "
"if ( v -> op_type ( ) == kSigmoid ) { auto x = v -> param ( 0 ) -> accept_mutator ( this ) ; ExprHandle y = ExprHandle ( 1 . 0 f ) / ( ExprHandle ( 1 . 0 f ) + exp ( ExprHandle ( -0 . 0 f ) - ExprHandle ( x ) ) ) ; return y . node ( ) ; } ","if ( v -> op_type ( ) == kSigmoid ) { auto x = v -> param ( 0 ) -> accept_mutator ( this ) ; auto one = ExprHandle ( getImmediateByType ( v -> dtype ( ) , 1 . 0 ) ) ; auto zero = ExprHandle ( getImmediateByType ( v -> dtype ( ) , 0 . 0 ) ) ; ExprHandle y = one / ( one + exp ( zero - ExprHandle ( x ) ) ) ; return y . node ( ) ; } "
"Tensor grad_input ; auto iter = at::TensorIteratorConfig ( ) . set_check_mem_overlap ( true ) . add_output ( grad_input ) . add_input ( input ) . add_input ( buffer ) ","Tensor grad_input ; auto iter = at::TensorIteratorConfig ( ) . add_output ( grad_input ) . add_input ( input ) . add_input ( buffer ) "
"auto iter = TensorIteratorConfig ( ) . set_check_mem_overlap ( true ) . add_output ( self ) . add_input ( src ) . resize_outputs ( false ) ","auto iter = TensorIteratorConfig ( ) . add_output ( self ) . add_input ( src ) . resize_outputs ( false ) "
"auto norm = reduction == Reduction::Mean 1 . / input . numel ( ) : 1 . ; auto iter = at::TensorIteratorConfig ( ) . set_check_mem_overlap ( true ) . add_output ( grad_input ) . add_input ( input ) . add_input ( target ) ","auto norm = reduction == Reduction::Mean 1 . / input . numel ( ) : 1 . ; auto iter = at::TensorIteratorConfig ( ) . add_output ( grad_input ) . add_input ( input ) . add_input ( target ) "
"auto result_stride_bytes = result . stride ( dim ) * elementSize ( result . scalar_type ( ) ) ; auto iter = TensorIteratorConfig ( ) . resize_outputs ( false ) . add_output ( result_slice ) . add_input ( source_slice ) ","auto result_stride_bytes = result . stride ( dim ) * elementSize ( result . scalar_type ( ) ) ; auto iter = TensorIteratorConfig ( ) . set_check_mem_overlap ( false ) . resize_outputs ( false ) . add_output ( result_slice ) . add_input ( source_slice ) "
"if ( optimized_plan_ ) { return * optimized_plan_ ; } ","if ( optimized_plan_ ) { GRAPH_DUMP ( ""plan already optimized:"" , graph ) ; return * optimized_plan_ ; } "
"List < intrusive_ptr<ivalue::Future> > ( ctx -> srcFutures . elementType ( ) ) ; if ( src -> hasError ( ) ) { dst -> setError ( * src -> error ( ) ) ; } else { dst -> markCompleted ( src -> constValue ( ) ) ; } ","List < intrusive_ptr<ivalue::Future> > ( ctx -> srcFutures . elementType ( ) ) ; if ( src -> hasError ( ) ) { dst -> setError ( src -> exception_ptr ( ) ) ; } else { dst -> markCompleted ( src -> constValue ( ) ) ; } "
"if ( future_ ) { future_ -> setError ( Future::FutureError ( ss . str ( ) ) ) ; } else if ( is_jit_exception ) { throw JITException ( ss . str ( ) ) ; } ","if ( future_ ) { future_ -> setError ( std::make_exception_ptr ( Future::FutureError ( ss . str ( ) ) ) ) ; } else if ( is_jit_exception ) { throw JITException ( ss . str ( ) ) ; } "
"if ( value -> type ( ) -> isSubtypeOf ( StringType::get ( ) ) & & DeviceObjType::get ( ) -> isSubtypeOf ( concrete_type ) ) { return graph . insert ( aten::device , { value } , { } , loc ) ; } ","if ( value -> type ( ) -> isSubtypeOf ( StringType::get ( ) ) & & concrete_type -> isSubtypeOf ( DeviceObjType::get ( ) ) ) { return graph . insert ( aten::device , { value } , { } , loc ) ; } "
"std::map < ParallelType , bool > ParallelTypeBitmap::getMap ( ) const { std::map < ParallelType , bool > map ; for ( const auto & pt_offset : pt_to_offset_ ) { map . emplace ( std::make_pair ( pt_offset . first , bitset_ [ pt_offset . second ] ) ) ; } return map ; } ","std::map < ParallelType , bool > ParallelTypeBitmap::getMap ( ) const { std::map < ParallelType , bool > map ; for ( const auto & pt_offset : pt_to_offset_ ) { map . emplace ( pt_offset . first , bitset_ [ pt_offset . second ] ) ; } return map ; } "
"static void THPGenerator_dealloc ( THPGenerator * self ) { self -> cdata . set_pyobj ( nullptr ) ; self -> cdata . ~ Generator ( ) ; Py_TYPE ( self ) -> tp_free ( ( PyObject * ) self ) ; } ","static void THPGenerator_dealloc ( PyObject * _self ) { auto self = reinterpret_cast < THPGenerator * > ( _self ) ; if ( self -> cdata . defined ( ) ) { self -> cdata . set_pyobj ( nullptr ) ; self -> cdata . ~ Generator ( ) ; } Py_TYPE ( _self ) -> tp_free ( _self ) ; } "
"static Tensor norm ( const Tensor & self , optional<Scalar> p , IntArrayRef dim , bool keepdim , optional<ScalarType> opt_dtype ) { Tensor result ; return at::native::norm_out ( result , self , p , dim , keepdim , opt_dtype ) ; } ","static Tensor norm ( const Tensor & self , optional<Scalar> p , IntArrayRef dim , bool keepdim , optional<ScalarType> opt_dtype ) { if ( self . is_sparse ( ) ) { return at::native_norm ( self , p , dim , keepdim , opt_dtype ) ; } else { Tensor result ; return at::native::norm_out ( result , self , p , dim , keepdim , opt_dtype ) ; } } "
"void VImage::addImageMemoryBarrierToGeneral ( VkCommandBuffer commandBuffer ) const { addImageMemoryBarrier ( commandBuffer , VK_IMAGE_LAYOUT_GENERAL ) ; } ","void VImage::addImageMemoryBarrierToGeneral ( const VkCommandBuffer commandBuffer ) const { addImageMemoryBarrier ( commandBuffer , VK_IMAGE_LAYOUT_GENERAL ) ; } "
"void VImage::addImageMemoryBarrierToShaderRead ( const VkCommandBuffer commandBuffer ) const { addImageMemoryBarrier ( commandBuffer , VK_IMAGE_LAYOUT_SHADER_READ_ONLY_OPTIMAL ) ; } ","void VImage::addImageMemoryBarrierToShaderRead ( const VkCommandBuffer commandBuffer ) const { addImageMemoryBarrier ( commandBuffer , VK_IMAGE_LAYOUT_SHADER_READ_ONLY_OPTIMAL ) ; } "
"VkDescriptorSetLayoutBinding descriptorSetLayoutBinding ( uint32_t binding , VkDescriptorType descriptorType ) { return { binding , descriptorType , 1 , VK_SHADER_STAGE_COMPUTE_BIT , nullptr } ; } ","VkDescriptorSetLayoutBinding descriptorSetLayoutBinding ( const uint32_t binding , const VkDescriptorType descriptorType ) { return { binding , descriptorType , 1 , VK_SHADER_STAGE_COMPUTE_BIT , nullptr } ; } "
"ComputeUnit & ComputeUnitFactory::get ( const std::string & cacheKey , std::function < std::shared_ptr<ComputeUnit> ( ) > factoryFn ) { auto it = computeUnits_ . find ( cacheKey ) ; if ( it != computeUnits_ . end ( ) ) { return * ( it -> second . get ( ) ) ; } ","ComputeUnit & ComputeUnitFactory::get ( const std::string & cacheKey , const std::function < std::shared_ptr<ComputeUnit> ( ) > factoryFn ) { const auto it = computeUnits_ . find ( cacheKey ) ; if ( it != computeUnits_ . end ( ) ) { return * ( it -> second . get ( ) ) ; } "
"VImage * VulkanTensor::image ( c10::optional<ImageSizes> imageSizes ) { return impl ( ) -> image ( imageSizes ) ; } ","VImage * VulkanTensor::image ( const c10::optional<ImageSizes> imageSizes ) { return impl ( ) -> image ( imageSizes ) ; } "
"const VImage * VulkanTensor::image ( c10::optional<ImageSizes> imageSizes ) const { return impl ( ) -> image ( imageSizes ) ; } ","const VImage * VulkanTensor::image ( const c10::optional<ImageSizes> imageSizes ) const { return impl ( ) -> image ( imageSizes ) ; } "
"if ( node -> kind ( ) == prim::CallMethod ) { Value * instance = node -> inputs ( ) [ 0 ] ; auto path = getModuleAccessPath ( instance , self ) ; auto child = findChildModule ( source , path ) ; auto qconfig = module_qconfig_map . at ( child . _ivalue ( ) ) ; instance -> setType ( type_remap_fn ( instance -> type ( ) , qconfig ) ) ; } ","if ( node -> kind ( ) == prim::CallMethod ) { Value * instance = node -> inputs ( ) [ 0 ] ; auto child_opt = getInvokedModuleOpt ( source , node , self ) ; if ( child_opt . has_value ( ) ) { auto qconfig = module_qconfig_map . at ( child_opt -> _ivalue ( ) ) ; instance -> setType ( type_remap_fn ( instance -> type ( ) , qconfig ) ) ; } } "
"if ( n -> kind ( ) == prim::CallMethod ) { invoked_methods . push_back ( std::make_pair ( getInvokedModule ( module , n , graph -> inputs ( ) [ 0 ] ) , n -> s ( attr::name ) ) ) ; } ","if ( n -> kind ( ) == prim::CallMethod ) { auto m_opt = getInvokedModuleOpt ( module , n , graph -> inputs ( ) [ 0 ] ) ; if ( m_opt . has_value ( ) ) { invoked_methods . push_back ( std::make_pair ( * m_opt , n -> s ( attr::name ) ) ) ; } } "
"PropagateRequiresGrad ( body ) ; new_body_outputs_require = fmap ( body -> return_node ( ) -> inputs ( ) . slice ( 1 ) , getRequiresGrad ) ; } while ( new_body_inputs_require != body_inputs_require & & new_body_outputs_require != body_outputs_require ) ; setRequiresGrad ( node , bitwiseOr ( body_outputs_require , loop_inputs_require ) ) ; ","PropagateRequiresGrad ( body ) ; new_body_outputs_require = fmap ( body -> return_node ( ) -> inputs ( ) . slice ( 1 ) , getRequiresGrad ) ; } while ( new_body_inputs_require != body_inputs_require | | new_body_outputs_require != body_outputs_require ) ; setRequiresGrad ( node , bitwiseOr ( body_outputs_require , loop_inputs_require ) ) ; "
"if ( -> dim ( ) ) { return nullptr ; } return * t -> dim ( ) == 0 t : t -> withDim ( * t -> dim ( ) + 1 ) ; ","if ( -> dim ( ) ) { return nullptr ; } return t -> withDim ( * t -> dim ( ) + 1 ) ; "
"if ( HPVariable_Check ( _new_state ) ) { throw TypeError ( ""expected a torch.ByteTensor, but got %s"" , Py_TYPE ( _new_state ) -> tp_name ) ; } ","if ( HPVariable_Check ( _new_state ) ) { throw torch::TypeError ( ""expected a torch.ByteTensor, but got %s"" , Py_TYPE ( _new_state ) -> tp_name ) ; } "
"( uint8_t * ) selfName . c_str ( ) + selfName . length ( ) ) ; addressStore_ -> set ( ""names/"" + c10::to_string ( selfId ) , selfNameVector ) ; workerIdToInfo_ . emplace ( selfId , WorkerInfo ( selfName , selfId ) ) ; ","( uint8_t * ) selfName . c_str ( ) + selfName . length ( ) ) ; rankToNameStore_ . set ( c10::to_string ( selfId ) , selfNameVector ) ; workerIdToInfo_ . emplace ( selfId , WorkerInfo ( selfName , selfId ) ) ; "
"std::vector<uint8_t> workerNameVector = addressStore_ -> get ( ""names/"" + c10::to_string ( workerId ) ) ; ","std::vector<uint8_t> workerNameVector = rankToNameStore_ . get ( c10::to_string ( workerId ) ) ; "
"e -> accept ( this ) ; if ( prec >= self_prec ) { os ( ) << ""("" ; } } ; withParens ( v -> ret_val1 ( ) ) ; ","e -> accept ( this ) ; if ( prec >= self_prec ) { os ( ) << "")"" ; } } ; withParens ( v -> ret_val1 ( ) ) ; "
"int64_t output_zero_point ) { return apply_impl<false> ( input , output_scale , output_zero_point ) ; } ","int64_t output_zero_point ) { return apply_impl<true> ( input , output_scale , output_zero_point ) ; } "
"if ( observed_values_ . count ( v ) ) { return ; } Module observer = observer_module . clone_instance ( ) ; std::string observer_name = ""_observer_"" + c10::to_string ( uid_ + + ) ; ","if ( observed_values_ . count ( v ) ) { return ; } Module observer = observer_module . deepcopy ( ) ; std::string observer_name = ""_observer_"" + c10::to_string ( uid_ + + ) ; "
"for ( const auto & observer_attrs : block_observer_map_ . at ( block ) ) { const auto & name = std::get < 0 > ( observer_attrs ) ; const auto & observer = std::get < 1 > ( observer_attrs ) ; module . _ivalue ( ) -> setAttr ( name , observer . clone_instance ( ) . _ivalue ( ) ) ; } ","for ( const auto & observer_attrs : block_observer_map_ . at ( block ) ) { const auto & name = std::get < 0 > ( observer_attrs ) ; const auto & observer = std::get < 1 > ( observer_attrs ) ; module . _ivalue ( ) -> setAttr ( name , observer . deepcopy ( ) . _ivalue ( ) ) ; } "
"while ( parent_of_leaf . hasattr ( child_name ) ) { child_name = original_name + ""_"" + c10::to_string ( uid + + ) ; } parent_of_leaf . register_module ( child_name , child_module . clone_instance ( ) ) ; return child_name ; ","while ( parent_of_leaf . hasattr ( child_name ) ) { child_name = original_name + ""_"" + c10::to_string ( uid + + ) ; } parent_of_leaf . register_module ( child_name , child_module . deepcopy ( ) ) ; return child_name ; "
"for ( size_t i = 0 ; i < n -> outputs ( ) . size ( ) ; + + i ) { types . push_back ( n -> output ( 0 ) -> type ( ) ) ; } ","for ( size_t i = 0 ; i < n -> outputs ( ) . size ( ) ; + + i ) { types . push_back ( n -> output ( i ) -> type ( ) ) ; } "
"if ( FLAGS_caffe2_log_level < google::GLOG_ERROR ) { FLAGS_logtostderr = 1 ; } ","if ( FLAGS_caffe2_log_level < google::GLOG_WARNING ) { FLAGS_logtostderr = 1 ; } "
"if ( immediateEquals ( loops , 0 ) ) { return new Block ( { } ) ; } else if ( immediateEquals ( loops , 1 ) ) { return Substitute ( body_new , { { var_new , start_new } } ) ; } ","if ( immediateEquals ( loops , 0 ) ) { return new Block ( { } ) ; } else if ( immediateEquals ( loops , 1 ) ) { body_new = Substitute ( body , { { var_new , start_new } } ) ; body_new = body_new -> accept_mutator ( this ) ; return body_new ; } } "
"if ( FLAGS_caffe2_log_level < google::GLOG_WARNING ) { FLAGS_logtostderr = 1 ; } ","if ( FLAGS_caffe2_log_level < google::GLOG_ERROR ) { FLAGS_logtostderr = 1 ; } "
"for ( int64_t i = 0 ; i < n ; i + + ) { recursiveStore ( data , sizes , strides , dim + 1 , elementSize , seq [ i ] ) ; data += strides [ dim ] * elementSize ; } ","for ( int64_t i = 0 ; i < n ; i + + ) { recursiveStore ( data , sizes , strides , dim + 1 , tenElementSize , seq [ i ] ) ; data += strides [ dim ] * tenElementSize ; } "
"llvm::BasicBlock * bb_ ; llvm::Value * value_ ; llvm::JITTargetAddress kernelAddress_ ; ","llvm::BasicBlock * bb_ ; llvm::Value * value_ { nullptr } ; llvm::JITTargetAddress kernelAddress_ ; "
"AT_CUDA_CHECK ( cudaGetDevice ( & device ) ) ; if ( yPoolWindow ) myPoolWindow . reset ( pool . newPoolWindow ( ) ) ; auto handle = myPoolWindow -> reserve ( device ) ; ","AT_CUDA_CHECK ( cudaGetDevice ( & device ) ) ; if ( yPoolWindow ) myPoolWindow . reset ( pool -> newPoolWindow ( ) ) ; auto handle = myPoolWindow -> reserve ( device ) ; "
"std::vector < const Expr * > indices ; for ( size_t i = 0 ; i < buf -> ndim ( ) ; i + + ) { indices . push_back ( this -> args_ [ i ] ) ; } ","std::vector < const Expr * > indices ; for ( int i = 0 ; i < buf -> ndim ( ) ; i + + ) { indices . push_back ( this -> args_ [ i ] ) ; } "
"std::vector < llvm::Type * > params ; for ( int i = 0 ; i < args . size ( ) ; i + + ) { auto const & arg = args [ i ] ; ","std::vector < llvm::Type * > params ; for ( size_t i = 0 ; i < args . size ( ) ; i + + ) { auto const & arg = args [ i ] ; "
"fntype , llvm::Function::PrivateLinkage , ""pytorch"" , module_ . get ( ) ) ; for ( int i = 0 ; i < args . size ( ) ; i + + ) { if ( rgs [ i ] . isVar ( ) ) { ","fntype , llvm::Function::PrivateLinkage , ""pytorch"" , module_ . get ( ) ) ; for ( size_t i = 0 ; i < args . size ( ) ; i + + ) { if ( rgs [ i ] . isVar ( ) ) { "
"c10::intrusive_ptr<xnnpack::LinearOpContext> createLinearClampPrePackOpContext ( Tensor weight , c10::optional<Tensor> bias , c10::optional<double> output_min , c10::optional<double> output_max ) { return xnnpack::XNNPackLinearOpContext::create_context ( std::move ( weight ) , std::move ( bias ) , output_min , output_max ) ; } ","c10::intrusive_ptr<xnnpack::LinearOpContext> createLinearClampPrePackOpContext ( Tensor weight , c10::optional<Tensor> bias , c10::optional<Scalar> output_min , c10::optional<Scalar> output_max ) { return xnnpack::XNNPackLinearOpContext::create_context ( std::move ( weight ) , std::move ( bias ) , output_min , output_max ) ; } "
"auto x_nearest = x . round ( ) ; auto y_nearest = y . round ( ) ; auto i_x_nearest = convert_to_int_of_same_size<scalar_t> ( x_nearest ) ; auto i_y_nearest = convert_to_int_of_same_size<scalar_t> ( y_nearest ) ; ","auto x_nearest = x . round ( ) ; auto y_nearest = y . round ( ) ; auto i_x_nearest = convert_to_int_of_same_size ( x_nearest ) ; auto i_y_nearest = convert_to_int_of_same_size ( y_nearest ) ; "
"Tensor tensor ; if ( tensor_ . is_quantized ( ) ) { Tensor tensor = tensor_ . dequantize ( ) . to ( kCPU , kDouble ) . contiguous ( ) ; } else { tensor = tensor_ . to ( kCPU , kDouble ) . contiguous ( ) ; } ","Tensor tensor ; if ( tensor_ . is_quantized ( ) ) { tensor = tensor_ . dequantize ( ) . to ( kCPU , kDouble ) . contiguous ( ) ; } else { tensor = tensor_ . to ( kCPU , kDouble ) . contiguous ( ) ; } "
"TORCH_INTERNAL_ASSERT ( false , ""unrecognized message type "" , message . type ( ) ) ; } return 1 ; } ","TORCH_INTERNAL_ASSERT ( false , ""unrecognized message type "" , message . type ( ) ) ; } return true ; } "
"const int64_t size ( ) const { return cache_ . size ( ) ; } void clear ( ) { cache_ . clear ( ) ; } ","int64_t size ( ) const { return cache_ . size ( ) ; } void clear ( ) { cache_ . clear ( ) ; } "
"else { bound_ = true ; dims_ . resize ( size ) ; for ( ssize_t i = 0 ; i < size ; + + i ) { dims_ [ i ] = Dim::create ( py::unicode_from_format ( ""%S%i"" , name_ . ptr ( ) , ( int ) i ) ) ; } } ","else { bound_ = true ; dims_ . resize ( size ) ; for ( Py_ssize_t i = 0 ; i < size ; + + i ) { dims_ [ i ] = Dim::create ( py::unicode_from_format ( ""%S%i"" , name_ . ptr ( ) , ( int ) i ) ) ; } } "
