"BUGGY_CODE","FIXED_CODE"
"self . module_groups = [ ] self . enable_mask_update = False self . activation_handle = None self . bias_handle = None self . model = model ","self . module_groups = [ ] self . enable_mask_update = False self . activation_handles = [ ] self . bias_handles = [ ] self . model = model "
"def __getitem__ ( self , idx ) : return self . dataset [ self . indices [ idx ] ] ","def __getitem__ ( self , idx ) : if isinstance ( idx , list ) : return self . dataset [ [ self . indices [ i ] for i in idx ] ] return self . dataset [ self . indices [ idx ] ] "
"self . register_parameter ( _proj_bias None ) self . out_proj = Linear ( embed_dim , embed_dim , bias = bias , * * factory_kwargs ) if add_bias_kv : self . bias_k = Parameter ( torch . empty ( ( 1 , 1 , embed_dim ) , * * factory_kwargs ) ) ","self . register_parameter ( _proj_bias None ) self . out_proj = NonDynamicallyQuantizableLinear ( embed_dim , embed_dim , bias = bias , * * factory_kwargs ) if add_bias_kv : self . bias_k = Parameter ( torch . empty ( ( 1 , 1 , embed_dim ) , * * factory_kwargs ) ) "
"if right is Any or left == right : return True if right == type ( None ) : return False ","if right is Any or left == right : return True if isinstance ( right , _GenericAlias ) : if getattr ( right , origin__ None ) is Generic : return True if right == type ( None ) : return False "
"def __eq__ ( self , other ) : if isinstance ( other , _DataPipeType ) : return self . issubtype ( other ) and other . issubtype ( self ) return NotImplemented ","def __eq__ ( self , other ) : if isinstance ( other , _DataPipeType ) : return self . param == other . param return NotImplemented "
"def issubtype ( self , other ) : if isinstance ( other , _DataPipeType ) : return issubtype ( self . param , other . param ) ","def issubtype ( self , other ) : if isinstance ( other . param , _GenericAlias ) : if getattr ( other . param , origin__ None ) is Generic : return True if isinstance ( other , _DataPipeType ) : return issubtype ( self . param , other . param ) "
"if torch . cuda . is_available ( ) : torch . cuda . synchronize ( ) ","if self . use_cuda : torch . cuda . synchronize ( ) "
"def get_type ( arg ) : if isinstance ( arg , fx . Proxy ) : old_meta = self . node_map [ arg ] . meta return old_meta [ pe if pe n old_meta else None return create_type_hint ( arg ) arg_types = tuple ( [ get_type ( arg ) for arg in args ] ) ","def get_type ( arg ) : if isinstance ( arg , fx . Node ) : return n . meta [ pe if pe n n . meta else None return type ( arg ) arg_types = map_aggregate ( n . args , get_type ) assert ( isinstance ( arg_types , tuple ) ) arg_types = tuple ( [ create_type_hint ( i ) for i in arg_types ] ) "
"if found_tensor : n . meta [ nsor_meta = meta n . meta [ pe = create_type_hint ( result ) return result ","if found_tensor : n . meta [ nsor_meta = meta n . meta [ pe = type ( result ) return result "
"fan_in , _ = init . _calculate_fan_in_and_fan_out ( self . weight ) bound = 1 / math . sqrt ( fan_in ) init . uniform_ ( self . bias , - bound , bound ) ","fan_in , _ = init . _calculate_fan_in_and_fan_out ( self . weight ) bound = 1 / math . sqrt ( fan_in ) if fan_in > 0 else 0 init . uniform_ ( self . bias , - bound , bound ) "
"if str ( t . elem ) == nsor if mutable : return NamedCType ( binds , MutRefCType ( BaseCType ( tensorT ) ) ) ","if str ( t . elem ) == nsor if mutable and not local . use_const_ref_for_mutable_tensors ( ) : return NamedCType ( binds , MutRefCType ( BaseCType ( tensorT ) ) ) "
"tensor_type : OptionalCType = OptionalCType ( BaseCType ( tensorT ) ) if mutable : return NamedCType ( binds , MutRefCType ( tensor_type ) ) ","tensor_type : OptionalCType = OptionalCType ( BaseCType ( tensorT ) ) if mutable and not local . use_const_ref_for_mutable_tensors ( ) : return NamedCType ( binds , MutRefCType ( tensor_type ) ) "
"if len ( quant_uses ) == 1 : quantized . graph . erase_node ( node ) for arg in quant_args [ 1 : ] : quantized . graph . erase_node ( arg ) return quantized ","if len ( quant_uses ) == 1 : quantized . graph . erase_node ( node ) for arg in quant_args [ 1 : ] : if isinstance ( arg , Node ) : quantized . graph . erase_node ( arg ) return quantized "
"if norm_type == inf : total_norm = max ( p . grad . detach ( ) . abs ( ) . max ( ) . to ( device ) for p in parameters ) ","if norm_type == inf : norms = [ p . grad . detach ( ) . abs ( ) . max ( ) . to ( device ) for p in parameters ] total_norm = norms [ 0 ] if len ( norms ) == 1 else torch . max ( torch . stack ( norms ) ) "
"guard_field = 0 : : cuda::OptionalCUDAGuard guard_ ; elif self . dispatch_key == DispatchKey . DefaultBackend : ","guard_field = 0 : : cuda::OptionalCUDAGuard guard_ ; elif self . dispatch_key == DispatchKey . CompositeExplicitAutograd : "
"else : observed . linear_Q = other . q_proj_weight observed . linear_K = other . k_proj_weight observed . linear_V = other . v_proj_weight if other . in_proj_bias is None : ","else : observed . linear_Q . weight = nn . Parameter ( other . q_proj_weight ) observed . linear_K . weight = nn . Parameter ( other . k_proj_weight ) observed . linear_V . weight = nn . Parameter ( other . v_proj_weight ) if other . in_proj_bias is None : "
"target_device = _get_device_index ( target_device , True ) ctx . target_device = target_device ","if ( target_device == u ctx . target_device = u else : target_device = _get_device_index ( target_device , True ) ctx . target_device = target_device "
"assert key . size ( 0 ) == value . size ( 0 ) and key . size ( 1 ) == value . size ( 1 ) head_dim = embed_dim assert head_dim * num_heads == embed_dim , ""embed_dim must be divisible by num_heads"" scaling = float ( head_dim ) * * -0 . 5 ","assert key . size ( 0 ) == value . size ( 0 ) and key . size ( 1 ) == value . size ( 1 ) if isinstance ( embed_dim , torch . Tensor ) : head_dim = embed_dim . div ( num_heads , rounding_mode = unc else : head_dim = embed_dim assert head_dim * num_heads == embed_dim , ""embed_dim must be divisible by num_heads"" scaling = float ( head_dim ) * * -0 . 5 "
"elif str ( t ) == nsor [ ] return BaseCType ( nst c10::List < c10::optional<Tensor> > & binds ) return cpp . argumenttype_type ( t , mutable = mutable , binds = binds ) ","elif str ( t ) == nsor [ ] return ConstRefCType ( BaseCType ( ""c10::List<c10::optional<Tensor>>"" , binds ) ) return cpp . argumenttype_type ( t , mutable = mutable , binds = binds ) "
"Y = torch . rand ( N , 1 , device = device ) Predefined nu_alpha and nu_beta , nu_alpha . shape : ( 1 , 1 ) , nu_beta . shape : ( 1 , 1 ) nu_alpha = torch . randn ( 1 , 1 , device = device ) nu_beta = torch . rand ( 1 , 1 , device = device ) nu = dist . Gamma ( nu_alpha , nu_beta ) ","Y = torch . rand ( N , 1 , device = device ) Predefined nu_alpha and nu_beta , nu_alpha . shape : ( 1 , 1 ) , nu_beta . shape : ( 1 , 1 ) nu_alpha = torch . rand ( 1 , 1 , device = device ) nu_beta = torch . rand ( 1 , 1 , device = device ) nu = dist . Gamma ( nu_alpha , nu_beta ) "
"def icdf ( self , value ) : if self . _validate_args : self . _validate_sample ( value ) return torch . tan ( math . pi * ( value - 0 . 5 ) ) * self . scale + self . loc ","def icdf ( self , value ) : return torch . tan ( math . pi * ( value - 0 . 5 ) ) * self . scale + self . loc "
"elif node . op == tput if node . type is not None : maybe_return_annotation = f "" -> {type_repr(node.type)}"" body . append ( f turn { repr ( node . args [ 0 ] ) } return ","elif node . op == tput if node . type is not None : maybe_return_annotation [ 0 ] = f "" -> {type_repr(node.type)}"" body . append ( f turn { repr ( node . args [ 0 ] ) } return "
"else : args . extend ( func . arguments . out ) args . extend ( func . arguments . non_out ) return [ r for arg in args for r in argument ( arg ) ] ","else : args . extend ( func . arguments . out ) args . extend ( func . arguments . non_out ) return [ r for arg in args for r in argument ( arg , is_out = func . is_out_fn ( ) ) ] "
"if self . dispatch_key not in f . dispatch : return None op_name = f ""aten::{f.func.name}"" if self . target is Target . REGISTRATION and not self . selector . is_operator_selected ( op_name ) : ","if self . dispatch_key not in f . dispatch : return None if f . manual_kernel_registration : return None op_name = f ""aten::{f.func.name}"" if self . target is Target . REGISTRATION and not self . selector . is_operator_selected ( op_name ) : "
"def __call__ ( self , f : NativeFunction ) -> Optional [ str ] : if f . manual_kernel_registration : return None if Variant . function not in f . variants : return None ","def __call__ ( self , f : NativeFunction ) -> Optional [ str ] : if Variant . function not in f . variants : return None "
"torch . matmul ( p , q . t ( ) , out = tensor ) assert not torch . any ( torch . isnan ( tensor ) ) return [ input_tensor ] ","torch . matmul ( p , q . t ( ) , out = tensor ) assert not torch . any ( torch . isnan ( tensor ) ) if state . use_error_feedback : state . error_dict [ bucket_index ] = input_tensor_cp - input_tensor return [ input_tensor ] "
"out_args : List [ Dict [ str , Any ] ] = [ ] for arg in f . func . arguments . positional : if arg . default is not None : continue ","out_args : List [ Dict [ str , Any ] ] = [ ] for arg in f . func . arguments . flat_positional : if arg . default is not None : continue "
"def arguments ( func : FunctionSchema ) -> Sequence [ MetaArgument ] : assert not func . arguments . out return list ( map ( argument , itertools . chain ( func . arguments . positional , func . arguments . kwarg_only ) ) ) ","def arguments ( func : FunctionSchema ) -> Sequence [ MetaArgument ] : assert not func . arguments . out return list ( map ( argument , func . arguments . flat_non_out ) ) "
"args = tuple ( a for a in cpp_args if isinstance ( a , Argument ) ) input_arg_set = set ( a . name for a in f . func . arguments . positional ) kwarg_only_set = set ( a . name for a in f . func . arguments . kwarg_only ) out_arg_set = set ( a . name for a in f . func . arguments . out ) ","args = tuple ( a for a in cpp_args if isinstance ( a , Argument ) ) input_arg_set = set ( a . name for a in f . func . arguments . flat_positional ) kwarg_only_set = set ( a . name for a in f . func . arguments . flat_kwarg_only ) out_arg_set = set ( a . name for a in f . func . arguments . out ) "
"kwarg_only_set = set ( a . name for a in f . func . arguments . kwarg_only ) out_arg_set = set ( a . name for a in f . func . arguments . out ) sig_group = CppSignatureGroup . from_schema ( f . func , method = False ) ","kwarg_only_set = set ( a . name for a in f . func . arguments . flat_kwarg_only ) out_arg_set = set ( a . name for a in f . func . arguments . out ) sig_group = CppSignatureGroup . from_schema ( f . func , method = False ) "
"out_and_self = list ( self . arguments . out ) + [ arg for arg in self . arguments . positional if arg . name == ""self"" ] mutable_returns = [ ret for ret in self . returns if ret . annotation is not None and ret . annotation . is_write ] ","out_and_self = list ( self . arguments . out ) + [ arg for arg in self . arguments . flat_positional if arg . name == ""self"" ] mutable_returns = [ ret for ret in self . returns if ret . annotation is not None and ret . annotation . is_write ] "
"def __str__ ( self ) -> str : all_arguments : List [ str ] = [ ] all_arguments . extend ( map ( str , self . positional ) ) if self . kwarg_only or self . out : all_arguments . append ( '*' ) all_arguments . extend ( map ( str , self . kwarg_only ) ) all_arguments . extend ( map ( str , self . out ) ) return oin ( all_arguments ) ","def __str__ ( self ) -> str : all_arguments : List [ str ] = [ ] all_arguments . extend ( map ( str , self . flat_positional ) ) if self . flat_kwarg_only or self . out : all_arguments . append ( '*' ) all_arguments . extend ( map ( str , self . flat_kwarg_only ) ) all_arguments . extend ( map ( str , self . out ) ) return oin ( all_arguments ) "
"if state . use_error_feedback : state . error_dict [ input_tensor ] = input_tensor_cp - input_tensor ret = input_tensor . resize_ ( total_length ) return [ ret ] ","if state . use_error_feedback : state . error_dict [ bucket_index ] = input_tensor_cp - input_tensor ret = input_tensor . resize_ ( total_length ) return [ ret ] "
"model = copy . deepcopy ( model ) model . eval ( ) prepare ( model , inplace = True ) run_fn ( model , run_args ) convert ( model , mapping , inplace = True ) return model ","model = copy . deepcopy ( model ) model . eval ( ) prepare ( model , inplace = True ) run_fn ( model , * run_args ) convert ( model , mapping , inplace = True ) return model "
"powerSGD_state = powerSGD . PowerSGDState ( process_group = state , matrix_approximation_rank = matrix_approximation_rank , random_seed = random_seed , ) model . register_comm_hook ( powerSGD_state , comm_hook ) ","powerSGD_state = powerSGD . PowerSGDState ( process_group = state , matrix_approximation_rank = matrix_approximation_rank , use_error_feedback = use_error_feedback , random_seed = random_seed , ) model . register_comm_hook ( powerSGD_state , comm_hook ) "
"q = fut . value ( ) [ 0 ] . div_ ( world_size ) torch . matmul ( p , q . t ( ) , out = matrix ) ret = input_tensor . resize_ ( total_length ) return [ ret ] ","q = fut . value ( ) [ 0 ] . div_ ( world_size ) torch . matmul ( p , q . t ( ) , out = matrix ) if state . use_error_feedback : state . error_dict [ input_tensor ] = input_tensor_cp - input_tensor ret = input_tensor . resize_ ( total_length ) return [ ret ] "
"self . bn = _BN_CLASS_MAP [ dim ] ( out_channels , eps , momentum , True , True ) self . weight_fake_quant = self . qconfig . weight ( ) self . zero_bias = torch . zeros ( out_channels ) if bias : self . bias = Parameter ( torch . Tensor ( out_channels ) ) ","self . bn = _BN_CLASS_MAP [ dim ] ( out_channels , eps , momentum , True , True ) self . weight_fake_quant = self . qconfig . weight ( ) if bias : self . bias = Parameter ( torch . Tensor ( out_channels ) ) "
"scale_factor . reshape ( weight_shape ) ) conv = self . _conv_forward ( input , scaled_weight , self . zero_bias ) conv_orig = conv / scale_factor . reshape ( bias_shape ) ","scale_factor . reshape ( weight_shape ) ) conv = self . _conv_forward ( input , scaled_weight ) conv_orig = conv / scale_factor . reshape ( bias_shape ) "
"def __setattr__ ( self , key : Any , value : Any ) -> None : if getattr ( self , ""_initialized"" , False ) and not isinstance ( value , torch . nn . Parameter ) : warnings . warn ( ""Setting attributes on ParameterDict is not supported."" ) super ( ParameterDict , self ) . __setattr__ ( key , value ) ","def __setattr__ ( self , key : Any , value : Any ) -> None : if getattr ( self , ""_initialized"" , False ) : if not hasattr ( self , key ) and not isinstance ( value , torch . nn . Parameter ) : warnings . warn ( ""Setting attributes on ParameterDict is not supported."" ) super ( ParameterDict , self ) . __setattr__ ( key , value ) "
"scale_factor . reshape ( weight_shape ) ) conv = self . _conv_forward ( input , scaled_weight ) conv_orig = conv / scale_factor . reshape ( bias_shape ) ","scale_factor . reshape ( weight_shape ) ) conv = self . _conv_forward ( input , scaled_weight , self . zero_bias ) conv_orig = conv / scale_factor . reshape ( bias_shape ) "
"def replace_node_module ( node : fx . Node , modules : Dict [ str , Any ] , new_module : torch . nn . Module ) : parent_name , name = _parent_name ( node . target ) ","def replace_node_module ( node : fx . Node , modules : Dict [ str , Any ] , new_module : torch . nn . Module ) : assert ( isinstance ( node . target , str ) ) parent_name , name = _parent_name ( node . target ) "
"def __init__ ( self , scale : float , zero_point : int , negative_slope : float = 1 e -2 , inplace : bool = False ) : super ( ) . __init__ ( negative_slope , inplace ) self . register_buffer ( ale torch . tensor ( [ scale ] ) ) self . register_buffer ( ro_point torch . tensor ( [ zero_point ] ) ) ","def __init__ ( self , scale : float , zero_point : int , negative_slope : float = 1 e -2 , inplace : bool = False ) : super ( ) . __init__ ( negative_slope , inplace ) self . register_buffer ( ale torch . tensor ( scale ) ) self . register_buffer ( ro_point torch . tensor ( zero_point ) ) "
"def __init__ ( self , dtype = torch . float16 , custom_op_name = """" , compute_dtype = None ) : super ( PlaceholderObserver , self ) . __init__ ( dtype = dtype ) ","def __init__ ( self , dtype = torch . float32 , custom_op_name = """" , compute_dtype = None ) : super ( PlaceholderObserver , self ) . __init__ ( dtype = dtype ) "
"start_daemon = rank == 0 store = TCPStore ( result . hostname , result . port , world_size , start_daemon , timeout ) yield ( store , rank , world_size ) ","start_daemon = rank == 0 assert result . hostname is not None store = TCPStore ( result . hostname , result . port , world_size , start_daemon , timeout ) yield ( store , rank , world_size ) "
"partition . logical_device_ids . append ( device . logical_id ) partition . nodes . add ( node ) partition_to_left_mem_bytes [ partition ] -= total_size_of_input_nodes ","partition . logical_device_ids . append ( device . logical_id ) partition . add_node ( node ) partition_to_left_mem_bytes [ partition ] -= total_size_of_input_nodes "
"if total_size_of_input_nodes > available_mem_bytes : raise RuntimeError ( node . target + too large to fit into a device partition . nodes . add ( node ) partition . used_mem_bytes += total_size_of_input_nodes ","if total_size_of_input_nodes > available_mem_bytes : raise RuntimeError ( node . target + too large to fit into a device partition . add_node ( node ) partition . used_mem_bytes += total_size_of_input_nodes "
"if IS_HIP_EXTENSION : cuda_post_cflags = cuda_post_cflags + _get_rocm_arch_flags ( cuda_post_cflags ) cuda_post_cflags = cuda_post_cflags + COMMON_HIPCC_FLAGS else : cuda_post_cflags = unix_cuda_flags ( cuda_post_cflags ) append_std14_if_no_std_present ( cuda_post_cflags ) ","if IS_HIP_EXTENSION : cuda_post_cflags = cuda_post_cflags + _get_rocm_arch_flags ( cuda_post_cflags ) cuda_post_cflags = COMMON_HIP_FLAGS + COMMON_HIPCC_FLAGS + cuda_post_cflags else : cuda_post_cflags = unix_cuda_flags ( cuda_post_cflags ) append_std14_if_no_std_present ( cuda_post_cflags ) "
"if allow_list is None : allow_list = get_qconfig_propagation_list ( ) module_qconfig = qconfig_dict . get ( type ( module ) , qconfig_parent ) ","if allow_list is None : allow_list = get_default_qconfig_propagation_list ( ) module_qconfig = qconfig_dict . get ( type ( module ) , qconfig_parent ) "
"if qconfig_propagation_list is None : qconfig_propagation_list = get_qconfig_propagation_list ( ) if custom_module_class_mapping is None : ","if qconfig_propagation_list is None : qconfig_propagation_list = get_default_qconfig_propagation_list ( ) if custom_module_class_mapping is None : "
"if qconfig_propagation_list is None : qconfig_propagation_list = get_qconfig_propagation_list ( ) propagate_qconfig_ ( model , qconfig_dict = None ) ","if qconfig_propagation_list is None : qconfig_propagation_list = get_default_qconfig_propagation_list ( ) propagate_qconfig_ ( model , qconfig_dict = None ) "
"torch . _C . _log_api_usage_once ( ""quantization_api.quantize.quantize"" ) if mapping is None : mapping = get_static_quant_module_mappings ( ) if not inplace : model = copy . deepcopy ( model ) model . eval ( ) ","torch . _C . _log_api_usage_once ( ""quantization_api.quantize.quantize"" ) if mapping is None : mapping = get_default_static_quant_module_mappings ( ) if not inplace : model = copy . deepcopy ( model ) model . eval ( ) "
"if mapping is None : mapping = get_dynamic_quant_module_mappings ( ) if not inplace : model = copy . deepcopy ( model ) ","if mapping is None : mapping = get_default_dynamic_quant_module_mappings ( ) if not inplace : model = copy . deepcopy ( model ) "
"if mapping is None : mapping = get_qat_module_mappings ( ) if not inplace : model = copy . deepcopy ( model ) ","if mapping is None : mapping = get_default_qat_module_mappings ( ) if not inplace : model = copy . deepcopy ( model ) "
"if mapping is None : mapping = get_static_quant_module_mappings ( ) if convert_custom_config_dict is None : convert_custom_config_dict = { } ","if mapping is None : mapping = get_default_static_quant_module_mappings ( ) if convert_custom_config_dict is None : convert_custom_config_dict = { } "
"buf = io . BytesIO ( ) storage . _write_file ( buf , _should_read_directly ( buf ) ) buf_value = buf . getvalue ( ) ","buf = io . BytesIO ( ) storage . _write_file ( buf , _should_read_directly ( buf ) , False ) buf_value = buf . getvalue ( ) "
"def with_cache ( self , cache_size = 1 ) : return self . inv . with_cache ( cache_size ) . inv ","def with_cache ( self , cache_size = 1 ) : assert self . _inv is not None return self . inv . with_cache ( cache_size ) . inv "
"def sign ( self ) : if isinstance ( self . scale , numbers . Number ) : return 1 if self . scale > 0 else -1 if self . scale < 0 else 0 return self . scale . sign ( ) ","def sign ( self ) : if isinstance ( self . scale , numbers . Real ) : return 1 if float ( self . scale ) > 0 else -1 if float ( self . scale ) < 0 else 0 return self . scale . sign ( ) "
"def log_abs_det_jacobian ( self , x , y ) : shape = x . shape scale = self . scale if isinstance ( scale , numbers . Number ) : result = torch . full_like ( x , math . log ( abs ( scale ) ) ) else : result = torch . abs ( scale ) . log ( ) ","def log_abs_det_jacobian ( self , x , y ) : shape = x . shape scale = self . scale if isinstance ( scale , numbers . Real ) : result = torch . full_like ( x , math . log ( abs ( scale ) ) ) else : result = torch . abs ( scale ) . log ( ) "
"z_cumprod = ( 1 - z ) . cumprod ( -1 ) y = pad ( z , ( 0 , 1 ) , value = 1 ) * pad ( z_cumprod , ( 1 , 0 ) , value = 1 ) return y ","z_cumprod = ( 1 - z ) . cumprod ( -1 ) y = pad ( z , [ 0 , 1 ] , value = 1 ) * pad ( z_cumprod , [ 1 , 0 ] , value = 1 ) return y "
"pad = int ( n_fft input = F . pad ( input . view ( extended_shape ) , ( pad , pad ) , pad_mode ) input = input . view ( input . shape [ - signal_dim : ] ) ","pad = int ( n_fft input = F . pad ( input . view ( extended_shape ) , [ pad , pad ] , pad_mode ) input = input . view ( input . shape [ - signal_dim : ] ) "
"return map_arg ( a , lambda node : env [ node . name ] ) for producer_node in producer_nodes : env [ producer_node . name ] = graph . node_copy ( producer_node , load_arg ) graph . output ( load_arg ( producer_nodes [ -1 ] . name ) ) graph_module = GraphModule ( root , graph ) return graph_module ","def load_arg ( a ) : return map_arg ( a , lambda node : env [ node ] ) for producer_node in producer_nodes : env [ producer_node ] = graph . node_copy ( producer_node , load_arg ) graph . output ( load_arg ( producer_nodes [ -1 ] ) ) graph_module = GraphModule ( root , graph ) return graph_module "
"_all_gather_sequence_id += 1 is_leader = leader_name == self_name timeout = 5 if is_leader : ","_all_gather_sequence_id += 1 is_leader = leader_name == self_name if timeout == UNSET_RPC_TIMEOUT : timeout = get_rpc_timeout ( ) if is_leader : "
"if node . op == ll_module if node . target . split ( '.' ) [ -1 ] . startswith ( tivation_post_process_ observer_module = self . modules [ node . target ] prev_node = node . args [ 0 ] if observer_module . dtype == torch . float16 : ","if node . op == ll_module if is_activation_post_process ( self . modules [ node . target ] ) : observer_module = self . modules [ node . target ] prev_node = node . args [ 0 ] if observer_module . dtype == torch . float16 : "
"for node in self . quantized_graph . nodes : if node . op == ll_module nd node . target . split ( '.' ) [ -1 ] . startswith ( tivation_post_process_ env [ node . name ] = env [ node . args [ 0 ] . name ] ","for node in self . quantized_graph . nodes : if node . op == ll_module nd is_activation_post_process ( self . modules [ node . target ] ) : env [ node . name ] = env [ node . args [ 0 ] . name ] "
"if curr_modules . keys ( ) != prev_modules . keys ( ) : raise ValueError ( ""The keys to the given mappings must have the same set of names of modules"" ) summed_norms = 0 if None in prev_modules . values ( ) : return False ","if curr_modules . keys ( ) != prev_modules . keys ( ) : raise ValueError ( ""The keys to the given mappings must have the same set of names of modules"" ) summed_norms = torch . tensor ( 0 . ) if None in prev_modules . values ( ) : return False "
"for name in curr_modules . keys ( ) : difference = curr_modules [ name ] . weight . sub ( prev_modules [ name ] . weight ) summed_norms += torch . norm ( difference ) return summed_norms < threshold ","for name in curr_modules . keys ( ) : difference = curr_modules [ name ] . weight . sub ( prev_modules [ name ] . weight ) summed_norms += torch . norm ( difference ) return bool ( summed_norms < threshold ) "
"def forward ( self , input ) : return self . activation_post_process ( F . relu ( F . linear ( input , self . weight_fake_quant ( self . weight ) , self . bias ) ) ) ","def forward ( self , input ) : return F . relu ( F . linear ( input , self . weight_fake_quant ( self . weight ) , self . bias ) ) "
"def forward ( self , input ) : return self . _forward ( input ) ","def forward ( self , input ) : return self . activation_post_process ( self . _forward ( input ) ) "
"def forward ( self , input ) : return F . relu ( ConvBn2d . _forward ( self , input ) ) ","def forward ( self , input ) : return self . activation_post_process ( F . relu ( ConvBn2d . _forward ( self , input ) ) ) "
"self . freeze_bn = freeze_bn if self . training else True self . bn = nn . BatchNorm2d ( out_channels , eps , momentum , True , True ) self . activation_post_process = self . qconfig . activation ( ) self . weight_fake_quant = self . qconfig . weight ( ) ","self . freeze_bn = freeze_bn if self . training else True self . bn = nn . BatchNorm2d ( out_channels , eps , momentum , True , True ) self . weight_fake_quant = self . qconfig . weight ( ) "
"def forward ( self , input ) : return self . activation_post_process ( F . relu ( ConvBn2d . _forward ( self , input ) ) ) ","def forward ( self , input ) : return F . relu ( ConvBn2d . _forward ( self , input ) ) "
"if start_record is None and name == start_profile start_record = record elif name == cuda_start_event assert record . device ( ) != -1 ","if start_record is None and name == start_profile start_record = record elif cuda_start_event n name : assert record . device ( ) != -1 "
